Date,Open,High,Low,Close,Adj Close,Volume
2001-01-01,1320.280029296875,1383.3699951171875,1081.18994140625,1160.3299560546875,1160.3299560546875,77280810000
2001-04-01,1160.3299560546875,1315.9300537109375,1091.989990234375,1224.3800048828125,1224.3800048828125,74683920000
2001-07-01,1224.4200439453125,1239.780029296875,944.75,1040.93994140625,1040.93994140625,72178200000
2001-10-01,1040.93994140625,1173.6199951171875,1026.760009765625,1148.0799560546875,1148.0799560546875,81409850000
2002-01-01,1148.0799560546875,1176.969970703125,1074.3599853515625,1147.3900146484375,1147.3900146484375,82357000000
2002-04-01,1147.3900146484375,1147.8399658203125,952.9199829101562,989.8200073242188,989.8200073242188,85455910000
2002-07-01,989.8200073242188,994.4600219726562,775.6799926757812,815.280029296875,815.280029296875,99250830000
2002-10-01,815.280029296875,954.280029296875,768.6300048828125,879.8200073242188,879.8200073242188,93050910000
2003-01-01,879.8200073242188,935.0499877929688,788.9000244140625,848.1799926757812,848.1799926757812,86064910000
2003-04-01,848.1799926757812,1015.3300170898438,847.8499755859375,974.5,974.5,91841110000
2003-07-01,974.5,1040.2900390625,960.8400268554688,995.969970703125,995.969970703125,86374780000
2003-10-01,995.969970703125,1112.56005859375,995.969970703125,1111.9200439453125,1111.9200439453125,84600850000
2004-01-01,1111.9200439453125,1163.22998046875,1087.1600341796875,1126.2099609375,1126.2099609375,94403500000
2004-04-01,1126.2099609375,1150.5699462890625,1076.3199462890625,1140.8399658203125,1140.8399658203125,88467800000
2004-07-01,1140.8399658203125,1140.8399658203125,1060.719970703125,1114.5799560546875,1114.5799560546875,82702270000
2004-10-01,1114.5799560546875,1217.3299560546875,1090.2900390625,1211.9200439453125,1211.9200439453125,93073780000
2005-01-01,1211.9200439453125,1229.1099853515625,1163.68994140625,1180.5899658203125,1180.5899658203125,99810360000
2005-04-01,1180.5899658203125,1219.5899658203125,1136.1500244140625,1191.3299560546875,1191.3299560546875,123080300000
2005-07-01,1191.3299560546875,1245.8599853515625,1183.550048828125,1228.81005859375,1228.81005859375,124272270000
2005-10-01,1228.81005859375,1275.800048828125,1168.199951171875,1248.2900390625,1248.2900390625,136652790000
2006-01-01,1248.2900390625,1310.8800048828125,1245.739990234375,1294.8699951171875,1294.8699951171875,142976630000
2006-04-01,1302.8800048828125,1326.699951171875,1219.2900390625,1270.199951171875,1270.199951171875,152494520000
2006-07-01,1270.06005859375,1340.280029296875,1224.5400390625,1335.8499755859375,1335.8499755859375,145835280000
2006-10-01,1335.8199462890625,1431.81005859375,1327.0999755859375,1418.300048828125,1418.300048828125,159716330000
2007-01-01,1418.030029296875,1461.5699462890625,1363.97998046875,1420.8599853515625,1420.8599853515625,176153440000
2007-04-01,1420.8299560546875,1540.56005859375,1416.3699951171875,1503.3499755859375,1503.3499755859375,187313320000
2007-07-01,1504.6600341796875,1555.9000244140625,1370.5999755859375,1526.75,1526.75,219528890000
2007-10-01,1527.2900390625,1576.0899658203125,1406.0999755859375,1468.3599853515625,1468.3599853515625,227091200000
2008-01-01,1467.969970703125,1471.77001953125,1256.97998046875,1322.699951171875,1322.699951171875,270200640000
2008-04-01,1326.4100341796875,1440.239990234375,1272.0,1280.0,1280.0,263583150000
2008-07-01,1276.68994140625,1313.1500244140625,1106.4200439453125,1166.3599853515625,1166.3599853515625,351253900000
2008-10-01,1164.1700439453125,1167.030029296875,741.02001953125,903.25,903.25,388367710000
2009-01-01,902.989990234375,943.8499755859375,666.7899780273438,797.8699951171875,797.8699951171875,398426490000
2009-04-01,793.5900268554688,956.22998046875,783.3200073242188,919.3200073242188,919.3200073242188,383123410000
2009-07-01,920.8200073242188,1080.1500244140625,869.3200073242188,1057.0799560546875,1057.0799560546875,334990550000
2009-10-01,1054.9100341796875,1130.3800048828125,1019.9500122070312,1115.0999755859375,1115.0999755859375,287907850000
2010-01-01,1116.56005859375,1180.68994140625,1044.5,1169.4300537109375,1169.4300537109375,279192470000
2010-04-01,1171.22998046875,1219.800048828125,1028.3299560546875,1030.7099609375,1030.7099609375,354511440000
2010-07-01,1031.0999755859375,1157.1600341796875,1010.9099731445312,1141.199951171875,1141.199951171875,260105810000
2010-10-01,1143.489990234375,1262.5999755859375,1131.8699951171875,1257.6400146484375,1257.6400146484375,257671870000
2011-01-01,1257.6199951171875,1344.0699462890625,1249.050048828125,1325.8299560546875,1325.8299560546875,240896240000
2011-04-01,1329.47998046875,1370.5799560546875,1258.0699462890625,1320.6400146484375,1320.6400146484375,245196520000
2011-07-01,1320.6400146484375,1356.47998046875,1101.5400390625,1131.4200439453125,1131.4200439453125,292308160000
2011-10-01,1131.2099609375,1292.6600341796875,1074.77001953125,1257.5999755859375,1257.5999755859375,257081150000
2012-01-01,1258.8599853515625,1419.1500244140625,1258.8599853515625,1408.469970703125,1408.469970703125,241852930000
2012-04-01,1408.469970703125,1422.3800048828125,1266.739990234375,1362.1600341796875,1362.1600341796875,243264640000
2012-07-01,1362.3299560546875,1474.510009765625,1325.4100341796875,1440.6700439453125,1440.6700439453125,213171900000
2012-10-01,1440.9000244140625,1470.9599609375,1343.3499755859375,1426.18994140625,1426.18994140625,209629810000
2013-01-01,1426.18994140625,1570.280029296875,1426.18994140625,1569.18994140625,1569.18994140625,213649100000
2013-04-01,1569.1800537109375,1687.1800537109375,1536.030029296875,1606.280029296875,1606.280029296875,228492040000
2013-07-01,1609.780029296875,1729.8599853515625,1604.5699462890625,1681.550048828125,1681.550048828125,199084040000
2013-10-01,1682.4100341796875,1849.43994140625,1646.469970703125,1848.3599853515625,1848.3599853515625,205234410000
2014-01-01,1845.8599853515625,1883.969970703125,1737.9200439453125,1872.3399658203125,1872.3399658203125,217482530000
2014-04-01,1873.9599609375,1968.1700439453125,1814.3599853515625,1960.22998046875,1960.22998046875,198502820000
2014-07-01,1962.2900390625,2019.260009765625,1904.780029296875,1972.2900390625,1972.2900390625,191361830000
2014-10-01,1971.43994140625,2093.550048828125,1820.6600341796875,2058.89990234375,2058.89990234375,238058050000
2015-01-01,2058.89990234375,2119.590087890625,1980.9000244140625,2067.889892578125,2067.889892578125,222781450000
2015-04-01,2067.6298828125,2134.719970703125,2048.3798828125,2063.110107421875,2063.110107421875,210462650000
2015-07-01,2067.0,2132.820068359375,1867.010009765625,1920.030029296875,1920.030029296875,242536750000
2015-10-01,1919.6500244140625,2116.47998046875,1893.699951171875,2043.93994140625,2043.93994140625,245437750000
2016-01-01,2038.199951171875,2072.2099609375,1810.0999755859375,2059.739990234375,2059.739990234375,278098750000
2016-04-01,2056.6201171875,2120.550048828125,1991.6800537109375,2098.860107421875,2098.860107421875,246861290000
2016-07-01,2099.340087890625,2193.81005859375,2074.02001953125,2168.27001953125,2168.27001953125,222164180000
2016-10-01,2164.330078125,2277.530029296875,2083.7900390625,2238.830078125,2238.830078125,236705460000
2017-01-01,2251.570068359375,2400.97998046875,2245.1298828125,2362.719970703125,2362.719970703125,221501370000
2017-04-01,2362.340087890625,2453.820068359375,2328.949951171875,2423.409912109375,2423.409912109375,226168130000
2017-07-01,2431.389892578125,2519.43994140625,2407.699951171875,2519.360107421875,2519.360107421875,200757110000
2017-10-01,2521.199951171875,2694.969970703125,2520.39990234375,2673.610107421875,2673.610107421875,210037210000
2018-01-01,2683.72998046875,2872.8701171875,2532.68994140625,2640.8701171875,2640.8701171875,234056550000
2018-04-01,2633.449951171875,2791.469970703125,2553.800048828125,2718.3701171875,2718.3701171875,224097880000
2018-07-01,2704.949951171875,2940.909912109375,2698.949951171875,2913.97998046875,2913.97998046875,197452880000
2018-10-01,2926.2900390625,2939.860107421875,2346.580078125,2506.85009765625,2506.85009765625,256713180000
2019-01-01,2476.9599609375,2860.31005859375,2443.9599609375,2834.39990234375,2834.39990234375,230658300000
2019-04-01,2848.6298828125,2964.14990234375,2728.81005859375,2941.760009765625,2941.760009765625,218591740000
2019-07-01,2971.409912109375,3027.97998046875,2822.1201171875,2976.739990234375,2976.739990234375,225047670000
2019-10-01,2983.68994140625,3247.929931640625,2855.93994140625,3230.780029296875,3230.780029296875,222456800000
2020-01-01,3244.669921875,3393.52001953125,2191.860107421875,2584.590087890625,2584.590087890625,323909950000
2020-04-01,2498.080078125,3233.1298828125,2447.489990234375,3100.2900390625,3100.2900390625,362202230000
2020-07-01,3105.919921875,3588.110107421875,3101.169921875,3363.0,3363.0,271705430000
2020-10-01,3385.8701171875,3760.199951171875,3233.93994140625,3756.070068359375,3756.070068359375,287561840000
